wav,txt2,phone2
chinese008407,开 心 侠 我 从 不 难 过 ， 每 天 都 为 主 人 带 来 正 能 量 。,kai1 xin1 xia2 wo3 cong2 bu4 nan2 guo4 ， mei3 tian1 dou1 wei4 zhu3 ren2 dai4 lai2 zheng4 neng2 liang4 。
chinese008408,思 聪 寻 亮 而 去 ， 和 白 胖 高 热 情 切 磋 ： 您 就 是 — — 你 是 卢 思 聪 吧 ？,si1 cong1 xun2 liang4 er2 qu4 ， he2 bai2 pang4 gao1 re4 qing2 qie1 cuo1 ： nin2 jiu4 shi4 ni3 shi4 lu2 si1 cong1 ba5 ？
chinese008409,他 建 议 餐 馆 必 须 在 每 张 餐 桌 下 放 一 个 纸 篓 ， 让 市 民 扔 纸 巾 。,ta1 jian4 yi4 can1 guan3 bi4 xu1 zai4 mei3 zhang1 can1 zhuo1 xia4 fang4 yi2 ge5 zhi2 lou3 ， rang4 shi4 min2 reng1 zhi3 jin1 。
chinese008410,她 翻 了 我 的 短 信 ， 现 在 她 不 仅 知 道 我 有 外 遇 ， 还 坚 信 我 是 个 基 佬 。,ta1 fan1 le5 wo3 de5 duan3 xin4 ， xian4 zai4 ta1 bu4 jin3 zhi1 dao4 wo2 you3 wai4 yu4 ， hai2 jian1 xin4 wo3 shi4 ge4 ji1 lao3 。
chinese008411,当 水 位 下 降 ， 趸 船 则 可 以 向 江 中 移 动 ， 尽 最 大 努 力 保 证 取 水 。,dang1 shui3 wei4 xia4 jiang4 ， dun3 chuan2 ze2 ke2 yi3 xiang4 jiang1 zhong1 yi2 dong4 ， jin4 zui4 da4 nu3 li4 bao3 zheng4 qu2 shui3 。
chinese008412,我 暂 时 还 不 会 哦 ！,wo3 zan4 shi2 hai2 bu2 hui4 o5 ！
chinese008413,逢 年 过 节 时 ， 倪 红 梅 也 会 多 包 些 馄 饨 和 包 子 送 给 刘 姐 。,feng2 nian2 guo4 jie2 shi2 ， ni2 hong2 mei2 ye3 hui4 duo1 bao1 xie1 hun2 tun5 he2 bao1 zi5 song4 gei3 liu2 jie3 。
chinese008414,他 们 俩 喜 出 望 外 ， 可 这 个 时 候 招 生 老 师 吴 江 却 人 间 蒸 发 了 。,ta1 men5 lia2 xi3 chu1 wang4 wai4 ， ke3 zhe4 ge5 shi2 hou4 zhao1 sheng1 lao3 shi1 wu2 jiang1 que4 ren2 jian1 zheng1 fa1 le5 。
chinese008415,但 辩 方 指 出 ， 这 把 刀 太 大 ， 不 符 合 遇 害 者 喉 咙 上 致 命 伤 的 形 状 。,dan4 bian4 fang1 zhi3 chu1 ， zhe4 ba3 dao1 tai4 da4 ， bu4 fu2 he2 yu4 hai4 zhe3 hou2 long5 shang4 zhi4 ming4 shang1 de5 xing2 zhuang4 。
chinese008416,同 时 刘 玉 标 也 承 认 ， 对 此 事 学 校 有 相 应 的 责 任 。,tong2 shi2 liu2 yu4 biao1 ye3 cheng2 ren4 ， dui4 ci3 shi4 xue2 xiao4 you3 xiang1 ying4 de5 ze2 ren4 。
chinese008417,距 今 约 四 千 五 百 年 ， 是 巴 人 发 祥 地 遗 址 。,ju4 jin1 yue1 si4 qian1 wu2 bai3 nian2 ， shi4 ba1 ren2 fa1 xiang2 di4 yi2 zhi3 。
chinese008418,不 论 做 任 何 事 ， 她 都 不 可 能 丢 掉 自 我 。,bu2 lun4 zuo4 ren4 he2 shi4 ， ta1 dou1 bu4 ke3 neng2 diu1 diao4 zi4 wo3 。
chinese008419,上 海 、 广 州 也 有 狗 仔 ， 但 是 还 没 成 气 候 。,shang4 hai2 、 guang3 zhou1 ye2 you3 gou2 zai3 dan4 ， shi4 hai2 mei2 cheng2 qi4 hou4 。
chinese008420,作 为 太 太 反 而 不 欣 赏 、 不 体 谅 。,zuo4 wei2 tai4 tai5 fan3 er2 bu4 xin1 shang3 、 bu4 ti3 liang4 。
chinese008421,短 短 一 分 钟 ， “ 望 ” 的 步 骤 结 束 了 。,duan2 duan3 yi4 fen1 zhong1 ， “ wang4 ” de5 bu4 zhou4 jie2 shu4 le5 。
chinese008422,属 峡 谷 型 自 然 风 景 旅 游 景 区 。,shu3 xia2 gu3 xing2 zi4 ran2 feng1 jing2 lv3 you2 jing3 qu1 。
chinese008423,死 者 在 当 晚 已 经 送 到 了 殡 仪 馆 。,si2 zhe3 zai4 dang4 wan2 yi3 jing1 song4 dao4 le5 bin4 yi2 guan3 。
chinese008424,追 逃 民 警 抵 达 后 来 不 及 添 置 棉 袄 ， 就 直 奔 当 地 公 安 机 关 。,zhui1 tao2 min2 jing2 di3 da2 hou4 lai2 bu4 ji2 tian1 zhi4 mian2 ao3 ， jiu4 zhi2 ben4 dang1 di4 gong1 an1 ji1 guan1 。
chinese008425,就 这 样 ， 手 链 也 跟 着 甩 出 去 了 。,jiu4 zhe4 yang4 ， shou3 lian4 ye3 gen1 zhe5 shuai3 chu1 qu4 le5 。
chinese008426,他 说 自 己 有 钱 ， 不 想 当 “ 老 鳖 一 ” 。,ta1 shuo1 zi4 ji2 you3 qian2 ， bu4 xiang3 dang1 “ lao3 bie1 yi1 ” 。
chinese008427,在 东 方 曼 哈 顿 小 区 附 近 的 另 外 一 家 中 介 ， 车 位 的 开 价 更 高 。,zai4 dong1 fang1 man4 ha1 dun4 xiao3 qu1 fu4 jin4 de5 ling4 wai4 yi4 jia1 zhong1 jie4 ， che1 wei4 de5 kai1 jia4 geng4 gao1 。
chinese008428,这 被 看 作 是 非 盟 与 联 合 国 斡 旋 该 国 政 治 僵 局 的 一 大 成 果 。,zhe4 bei4 kan4 zuo4 shi4 fei1 meng2 yu3 lian2 he2 guo2 wo4 xuan2 gai1 guo2 zheng4 zhi4 jiang1 ju2 de5 yi2 da4 cheng2 guo3 。
chinese008429,我 读 到 一 半 就 心 疼 了 是 闹 哪 样 ？,wo3 du2 dao4 yi2 ban4 jiu4 xin1 teng2 le5 shi4 nao4 na3 yang4 ？
chinese008430,喝 醉 了 的 李 侃 被 踢 醒 后 ， 翻 身 站 起 与 这 名 民 警 撕 扯 起 来 。,he1 zui4 le5 de5 li2 kan3 bei4 ti1 xing3 hou4 ， fan1 shen1 zhan4 qi3 yu3 zhe4 ming2 min2 jing3 si1 che2 qi3 lai2 。
chinese008431,郑 航 说 以 普 通 公 民 身 份 起 诉 就 是 为 撇 清 滥 用 公 权 力 之 嫌 。,zheng4 hang2 shuo1 yi2 pu3 tong1 gong1 min2 shen1 fen4 qi3 su4 jiu4 shi4 wei4 pie3 qing1 lan4 yong4 gong1 quan2 li4 zhi1 xian2 。
chinese008432,巴 国 城 ， 时 尚 女 子 在 偷 奶 粉 。,ba1 guo2 cheng2 ， shi2 shang4 nv2 zi3 zai4 tou1 nai2 fen3 。
chinese008433,每 次 提 出 意 见 也 总 是 先 说 ， 我 只 是 说 说 ， 听 不 听 由 你 们 决 定 。,mei3 ci4 ti2 chu1 yi4 jian4 ye2 zong3 shi4 xian1 shuo1 ， wo2 zhi3 shi4 shuo1 shuo5 ， ting1 bu4 ting1 you2 ni3 men5 jue2 ding4 。
chinese008434,云 南 孟 连 和 贵 州 瓮 安 的 变 化 ， 是 这 种 警 民 关 系 的 最 好 见 证 。,yun2 nan2 meng4 lian2 he2 gui4 zhou1 weng4 an1 de5 bian4 hua4 ， shi4 zhe4 zhong2 jing3 min2 guan1 xi4 de5 zui4 hao3 jian4 zheng4 。
chinese008435,打 斗 当 中 ， 朱 某 被 失 手 刺 死 。,da3 dou4 dang1 zhong1 ， zhu1 mou3 bei4 shi1 shou3 ci4 si3 。
chinese008436,未 料 ， 一 天 清 晨 ， 我 还 在 被 窝 里 ， 忽 听 一 阵 唏 唏 的 爪 子 挠 门 声 。,wei4 liao4 ， yi4 tian1 qing1 chen2 ， wo3 hai2 zai4 bei4 wo1 li3 ， hu1 ting1 yi2 zhen4 xi1 xi1 de5 zhua3 zi5 nao2 men2 sheng1 。
chinese008437,她 是 被 迫 还 是 有 什 么 难 言 之 隐 ？,ta1 shi4 bei4 po4 hai2 shi4 you3 shen2 me5 nan2 yan2 zhi1 yin3 ？
chinese008438,这 相 当 于 每 天 跑 两 次 马 拉 松 。,zhe4 xiang1 dang1 yu2 mei3 tian1 pao2 liang3 ci4 ma3 la1 song1 。
chinese008439,队 员 们 知 道 ， 他 们 身 上 有 家 伙 。,dui4 yuan2 men5 zhi1 dao4 ， ta1 men5 shen1 shang4 you3 jia1 huo5 。
chinese008440,这 个 颜 色 叫 老 绿 ， 相 当 于 翠 绿 。,zhe4 ge4 yan2 se4 jiao4 lao3 lv4 ， xiang1 dang1 yu2 cui4 lv4 。
chinese008441,然 而 ， 此 时 的 邹 德 保 已 经 逃 跑 。,ran2 er2 ， ci3 shi2 de5 zou1 de2 bao2 yi3 jing1 tao2 pao3 。
chinese008442,当 今 理 想 的 婚 姻 模 式 是 什 么 ？,dang1 jin1 li2 xiang3 de5 hun1 yin1 mo2 shi4 shi4 shen2 me5 ？
chinese008443,做 好 城 市 内 涝 抢 险 应 急 工 作 。,zuo4 hao3 cheng2 shi4 nei4 lao4 qiang2 xian3 ying4 ji2 gong1 zuo4 。
chinese008444,可 那 些 鸡 头 是 卖 淫 嫖 娼 的 组 织 者 ， 是 后 台 老 板 ， 是 最 大 的 赢 利 者 。,ke3 na4 xie1 ji1 tou2 shi4 mai4 yin2 piao2 chang1 de5 zu3 zhi1 zhe3 ， shi4 hou4 tai2 lao2 ban3 ， shi4 zui4 da4 de5 ying2 li4 zhe3 。
chinese008445,也 就 是 说 ， 小 蕊 蕊 翻 越 护 栏 去 上 学 时 天 还 未 完 全 亮 。,ye3 jiu4 shi4 shuo1 ， xiao2 rui2 rui3 fan1 yue4 hu4 lan2 qu4 shang4 xue2 shi2 tian1 hai2 wei4 wan2 quan2 liang4 。
chinese008446,不 过 ， 免 试 攻 读 研 究 生 的 她 早 已 经 不 仅 仅 满 足 于 看 奥 运 了 。,bu2 guo4 ， mian3 shi4 gong1 du2 yan2 jiu1 sheng1 de5 ta1 zao2 yi3 jing1 bu4 jin2 jin2 man3 zu2 yu2 kan4 ao4 yun4 le5 。
chinese008447,长 期 的 营 养 不 足 ， 导 致 许 多 孩 子 普 遍 矮 小 ， 有 的 还 患 上 胃 病 。,chang2 qi1 de5 ying2 yang3 bu4 zu2 ， dao3 zhi4 xu3 duo1 hai2 zi5 pu3 bian4 ai2 xiao3 ， you3 de5 hai2 huan4 shang4 wei4 bing4 。
chinese008448,优 酷 此 举 客 观 、 聪 明 。,you1 ku4 ci2 ju3 ke4 guan1 、 cong1 ming5 。
chinese008449,是 个 很 有 钱 的 家 伙 呀 。,shi4 ge4 hen2 you3 qian2 de5 jia1 huo5 ya5 。
chinese008450,骨 髓 捐 献 过 程 中 的 范 豪 杰 。,gu2 sui3 juan1 xian4 guo4 cheng2 zhong1 de5 fan4 hao2 jie2 。
chinese008451,这 个 条 款 无 疑 是 非 常 荒 谬 的 。,zhe4 ge4 tiao2 kuan3 wu2 yi2 shi4 fei1 chang2 huang1 miu4 de5 。
chinese008452,曹 成 给 记 者 算 了 这 样 一 笔 账 。,cao2 cheng2 gei3 ji4 zhe3 suan4 le5 zhe4 yang4 yi4 bi3 zhang4 。
chinese008453,我 的 脸 每 天 都 洗 的 很 干 净 哦 。,wo3 de5 lian2 mei3 tian1 dou1 xi3 de5 hen3 gan1 jing4 o5 。
chinese008454,赌 场 可 为 政 府 带 来 高 额 税 收 。,du2 chang2 ke3 wei4 zheng4 fu3 dai4 lai2 gao1 e2 shui4 shou1 。
chinese008455,我 炒 股 好 多 年 了 ， 一 定 能 赢 利 。,wo3 chao2 gu2 hao3 duo1 nian2 le5 ， yi2 ding4 neng2 ying2 li4 。
chinese008456,拄 拐 男 子 下 水 托 起 落 水 女 。,zhu2 guai3 nan2 zi3 xia4 shui3 tuo1 qi3 luo4 shui2 nv3 。
chinese008457,琛 航 岛 有 一 片 著 名 的 “ 将 军 林 ” 。,chen1 hang2 dao3 you3 yi2 pian4 zhu4 ming2 de5 “ jiang1 jun5 lin2 ” 。
chinese008458,最 可 恶 的 是 到 后 来 那 头 的 人 都 问 我 ： “ 你 是 不 是 得 罪 谁 了 ？,zui4 ke3 wu4 de5 shi4 dao4 hou4 lai2 na4 tou2 de5 ren2 dou1 wen4 wo3 ： “ ni3 shi4 bu2 shi4 de2 zui4 shui2 le5 ？
chinese008459,金 茂 大 厦 八 十 八 层 观 光 厅 ， 我 曾 经 来 过 。,jin1 mao4 da4 sha4 ba1 shi2 ba1 ceng2 guan1 guang1 ting1 ， wo3 ceng2 jing1 lai2 guo4 。
chinese008460,臣 妾 做 不 到 啊 ！,chen2 qie4 zuo4 bu2 dao4 a5 ！
chinese008461,小 时 候 特 别 想 妈 妈 ， 躲 起 来 哭 ， 胡 伟 是 一 个 从 小 缺 乏 母 爱 的 人 。,xiao3 shi2 hou4 te4 bie2 xiang3 ma1 ma5 ， duo2 qi3 lai2 ku1 ， hu2 wei3 shi4 yi2 ge5 cong2 xiao3 que1 fa2 mu3 ai4 de5 ren2 。
chinese008462,半 夜 ， 甲 打 了 一 个 大 喷 涕 ， 乙 整 个 脸 上 都 是 甲 的 结 晶 。,ban4 ye4 ， jia2 da3 le5 yi2 ge5 da4 pen1 ti5 ， yi2 zheng3 ge4 lian3 shang4 dou1 shi4 jia3 de5 jie2 jing1 。
chinese008463,李 瑾 曼 的 家 ， 父 母 一 眨 眼 都 不 在 了 。,li2 jin3 man4 de5 jia1 ， fu4 mu3 yi4 zha2 yan3 dou1 bu2 zai4 le5 。
chinese008464,梨 子 对 肠 炎 、 甲 状 腺 肿 大 、 便 秘 、 厌 食 、 消 化 不 良 等 疾 病 有 一 定 疗 效 。,li2 zi5 dui4 chang2 yan2 、 jia3 zhuang4 xian4 zhong3 da4 、 bian4 mi4 、 yan4 shi2 、 xiao1 hua4 bu4 liang2 deng3 ji2 bing4 you3 yi2 ding4 liao2 xiao4 。
chinese008465,即 便 是 违 法 建 筑 ， 你 也 得 告 诉 我 哪 个 地 方 违 法 ， 咋 违 法 了 ？,ji2 bian4 shi4 wei2 fa3 jian4 zhu4 ， ni2 ye2 dei3 gao4 su4 wo2 na3 ge5 di4 fang1 wei2 fa3 ， za3 wei2 fa3 le5 ？
chinese008466,各 部 门 的 一 些 框 框 、 规 定 越 来 越 多 ， 年 检 、 审 批 越 来 越 严 格 。,ge4 bu4 men2 de5 yi4 xie1 kuang4 kuang5 、 gui1 ding4 yue4 lai2 yue4 duo1 nian2 ， jian2 、 shen3 pi1 yue4 lai2 yue4 yan2 ge2 。
chinese008467,倒 是 小 兵 张 嘎 和 王 小 二 的 事 迹 在 课 本 里 占 有 一 席 之 地 。,dao4 shi4 xiao3 bing1 zhang1 ga1 he2 wang2 xiao3 er4 de5 shi4 ji4 zai4 ke4 ben2 li3 zhan4 you3 yi4 xi2 zhi1 di4 。
chinese008468,该 男 子 受 到 强 烈 挤 压 ， 浑 身 都 是 血 ， 嘴 里 还 在 嘟 囔 着 。,gai1 nan2 zi3 shou4 dao4 qiang2 lie4 ji3 ya1 ， hun2 shen1 dou1 shi4 xie3 ， zui2 li3 hai2 zai4 du1 nang5 zhe5 。
chinese008469,这 是 拱 北 海 关 近 年 来 查 获 的 最 大 一 起 走 私 文 物 出 境 案 。,zhe4 shi4 gong2 bei2 hai3 guan1 jin4 nian2 lai2 cha2 huo4 de5 zui4 da4 yi4 qi2 zou3 si1 wen2 wu4 chu1 jing4 an4 。
chinese008470,受 助 群 众 无 不 交 口 称 赞 ： 当 年 的 老 八 路 作 风 又 回 来 了 。,shou4 zhu4 qun2 zhong4 wu2 bu4 jiao1 kou3 cheng1 zan4 ： dang1 nian2 de5 lao3 ba1 lu4 zuo4 feng1 you4 hui2 lai5 le5 。
chinese008471,同 时 花 钱 打 点 警 方 人 员 是 因 为 事 关 自 己 的 弟 弟 王 东 明 。,tong2 shi2 hua1 qian2 da2 dian2 jing3 fang1 ren2 yuan2 shi4 yin1 wei4 shi4 guan1 zi4 ji3 de5 di4 di5 wang2 dong1 ming2 。
chinese008472,工 人 们 先 搬 开 窟 窿 周 围 的 街 砖 ， 再 用 电 钻 凿 开 水 泥 板 。,gong1 ren2 men5 xian1 ban1 kai1 ku1 long5 zhou1 wei2 de5 jie1 zhuan1 ， zai4 yong4 dian4 zuan4 zao2 kai1 shui3 ni2 ban3 。
chinese008473,原 本 只 是 想 吓 唬 吓 唬 ， 可 是 在 捆 绑 小 浩 时 遭 遇 了 反 抗 。,yuan2 ben2 zhi3 shi4 xiang3 xia4 hu5 xia4 hu5 ， ke3 shi4 zai4 kun2 bang2 xiao3 hao4 shi2 zao1 yu4 le5 fan3 kang4 。
chinese008474,至 于 丧 礼 举 行 的 细 节 ， 他 指 要 问 许 冠 武 ， 因 是 他 全 力 打 点 。,zhi4 yu2 sang1 li2 ju3 xing2 de5 xi4 jie2 ， ta1 zhi3 yao4 wen4 xu3 guan4 wu3 ， yin1 shi4 ta1 quan2 li4 da2 dian3 。
chinese008475,部 分 民 众 着 搞 怪 服 装 ， 站 在 狂 风 暴 雨 中 照 相 、 翻 筋 斗 。,bu4 fen4 min2 zhong4 zhuo2 gao3 guai4 fu2 zhuang1 ， zhan4 zai4 kuang2 feng1 bao4 yu3 zhong1 zhao4 xiang4 、 fan1 jin1 dou5 。
chinese008476,目 前 ， 犯 罪 嫌 疑 人 马 某 某 、 周 某 、 喇 某 被 依 法 刑 事 拘 留 。,mu4 qian2 ， fan4 zui4 xian2 yi2 ren2 ma2 mou2 mou3 、 zhou1 mou3 、 la2 mou3 bei4 yi1 fa3 xing2 shi4 ju1 liu2 。
chinese008477,丁 子 高 还 自 爆 表 姐 送 了 两 支 不 同 牌 子 的 验 孕 棒 给 他 。,ding1 zi3 gao1 hai2 zi4 bao4 biao2 jie3 song4 le5 liang3 zhi1 bu4 tong2 pai2 zi5 de5 yan4 yun4 bang4 gei3 ta1 。
chinese008478,如 今 ， 马 悦 凌 称 生 吃 活 泥 鳅 是 治 疗 渐 冻 人 症 的 法 宝 。,ru2 jin1 ， ma3 yue4 ling2 cheng1 sheng1 chi1 huo2 ni2 qiu5 shi4 zhi4 liao2 jian4 dong4 ren2 zheng4 de5 fa2 bao3 。
chinese008479,张 默 数 次 闯 祸 都 是 让 父 亲 张 国 立 焦 头 烂 额 。,zhang1 mo4 shu4 ci4 chuang3 huo4 dou1 shi4 rang4 fu4 qin5 zhang1 guo2 li4 jiao1 tou2 lan4 e2 。
chinese008480,妹 子 突 然 来 了 句 ： “ 你 不 会 找 个 用 到 手 的 电 影 啊 。,mei4 zi5 tu1 ran2 lai2 le5 ju4 ： “ ni3 bu2 hui4 zhao3 ge5 yong4 dao4 shou3 de5 dian4 ying3 a5 。
chinese008481,同 车 的 许 亘 富 在 事 故 中 右 腿 骨 折 ， 胸 口 受 伤 。,tong2 che1 de5 xu3 gen4 fu4 zai4 shi4 gu4 zhong1 you4 tui2 gu3 zhe2 ， xiong1 kou3 shou4 shang1 。
chinese008482,项 羽 凭 借 着 盖 世 无 双 的 武 艺 ， 还 企 图 重 整 旗 鼓 ， 卷 土 重 来 。,xiang4 yu3 ping2 jie4 zhe5 gai4 shi4 wu2 shuang1 de5 wu3 yi4 ， hai2 qi3 tu2 chong2 zheng3 qi2 gu3 ， juan2 tu3 chong2 lai2 。
chinese008483,这 是 陈 水 扁 赤 裸 裸 鼓 吹 台 独 、 在 台 独 分 裂 道 路 上 又 迈 出 的 危 险 一 步 。,zhe4 shi4 chen2 shui2 bian3 chi4 luo2 luo2 gu3 chui1 tai2 du2 、 zai4 tai2 du2 fen1 lie4 dao4 lu4 shang4 you4 mai4 chu1 de5 wei1 xian3 yi2 bu4 。
chinese008484,在 姜 某 、 陈 某 二 人 的 教 唆 、 怂 恿 下 ， 老 乡 之 间 互 相 拉 拢 介 绍 。,zai4 jiang1 mou3 、 chen2 mou3 er4 ren2 de5 jiao4 suo1 、 song2 yong3 xia4 lao3 xiang1 ， zhi1 jian1 hu4 xiang1 la1 long3 jie4 shao5 。
chinese008485,想 到 一 次 次 被 小 衫 拒 绝 的 事 ， 吴 天 很 是 恼 火 。,xiang3 dao4 yi2 ci4 ci4 bei4 xiao3 shan1 ju4 jue2 de5 shi4 ， wu2 tian1 hen3 shi4 nao2 huo3 。
chinese008486,单 身 女 性 醉 酒 后 应 有 熟 悉 的 男 性 陪 送 回 家 。,dan1 shen1 nv3 xing4 zui4 jiu3 hou4 ying1 you3 shu2 xi5 de5 nan2 xing4 pei2 song4 hui2 jia1 。
chinese008487,和 老 婆 领 证 七 年 了 ， 办 准 生 证 时 居 然 说 网 上 查 不 到 我 们 的 结 婚 证 。,he2 lao3 po5 ling3 zheng4 qi1 nian2 le5 ， ban4 zhun3 sheng1 zheng4 shi2 ju1 ran2 shuo1 wang3 shang4 cha2 bu2 dao4 wo3 men5 de5 jie2 hun1 zheng4 。
chinese008488,竞 选 时 许 诺 的 政 策 ， 可 能 实 现 几 许 ？,jing4 xuan3 shi2 xu3 nuo4 de5 zheng4 ce4 ， ke3 neng2 shi2 xian4 ji2 xu3 ？
chinese008489,小 瑶 在 海 滨 母 亲 的 陪 同 下 再 次 堕 胎 。,xiao3 yao2 zai4 hai3 bin1 mu3 qin1 de5 pei2 tong2 xia4 zai4 ci4 duo4 tai1 。
chinese008490,曾 有 推 销 员 这 么 说 ： “ 我 每 接 触 十 个 人 ， 才 有 一 个 人 愿 意 购 买 我 的 货 物 。,ceng2 you3 tui1 xiao1 yuan2 zhe4 me5 shuo1 ： “ wo2 mei3 jie1 chu4 shi2 ge4 ren2 cai2 you3 ， yi2 ge4 ren2 yuan4 yi4 gou4 mai2 wo3 de5 huo4 wu4 。
chinese008491,土 壤 里 的 化 学 物 质 进 入 食 物 链 后 ， 最 终 仍 是 被 人 类 自 己 吃 掉 。,tu2 rang2 li3 de5 hua4 xue2 wu4 zhi4 jin4 ru4 shi2 wu4 lian4 hou4 ， zui4 zhong1 reng2 shi4 bei4 ren2 lei4 zi4 ji3 chi1 diao4 。
chinese008492,早 上 在 楼 下 汤 粉 店 吃 早 餐 ， 碰 见 我 们 领 导 ， 并 热 情 的 打 招 呼 。,zao3 shang4 zai4 lou2 xia4 tang1 fen3 dian4 chi1 zao3 can1 ， peng4 jian4 wo3 men5 ling2 dao3 ， bing4 re4 qing2 de5 da3 zhao1 hu5 。
chinese008493,事 实 上 ， 高 离 婚 率 已 经 给 克 罗 地 亚 的 社 会 带 来 了 很 大 的 影 响 。,shi4 shi2 shang4 ， gao1 li2 hun1 lv4 yi3 jing1 gei3 ke4 luo2 di4 ya4 de5 she4 hui4 dai4 lai2 le5 hen3 da4 de5 ying2 xiang3 。
chinese008494,苏 联 解 体 后 ， 苏 联 的 坦 克 研 发 力 量 也 随 之 分 属 俄 、 乌 两 个 国 家 。,su1 lian2 jie2 ti3 hou4 ， su1 lian2 de5 tan3 ke4 yan2 fa1 li4 liang4 ye3 sui2 zhi1 fen1 shu3 e2 、 wu1 liang3 ge4 guo2 jia1 。
chinese008495,整 条 公 路 多 处 损 毁 严 重 ， 险 象 环 生 。,zheng3 tiao2 gong1 lu4 duo1 chu4 sun2 hui3 yan2 zhong4 ， xian3 xiang4 huan2 sheng1 。
chinese008496,他 的 勋 章 有 三 抽 屉 ， 但 是 没 什 么 钱 。,ta1 de5 xun1 zhang1 you3 san1 chou1 ti4 ， dan4 shi4 mei2 shen2 me5 qian2 。
chinese008497,等 我 遇 到 心 上 人 的 时 候 ， 就 要 结 婚 喽 。,deng2 wo3 yu4 dao4 xin1 shang4 ren2 de5 shi2 hou4 ， jiu4 yao4 jie2 hun1 lou5 。
chinese008498,拉 扯 期 间 ， 两 位 民 警 手 指 受 伤 流 血 。,la1 che3 qi1 jian1 ， liang3 wei4 min2 jing3 shou2 zhi3 shou4 shang1 liu2 xie3 。
chinese008499,两 人 起 初 吵 吵 闹 闹 ， 后 来 坠 入 爱 河 。,liang3 ren2 qi3 chu1 chao2 chao3 nao4 nao4 ， hou4 lai2 zhui4 ru4 ai4 he2 。
chinese008500,业 内 人 士 表 示 ， 现 在 我 省 消 费 者 以 首 次 购 车 为 主 。,ye4 nei4 ren2 shi4 biao3 shi4 ， xian4 zai4 wo2 sheng3 xiao1 fei4 zhe3 yi2 shou3 ci4 gou4 che1 wei2 zhu3 。
chinese008501,茅 台 集 团 昨 天 发 表 声 明 ， 再 次 撇 清 了 自 己 与 “ 奢 侈 品 ” 的 关 系 。,mao2 tai2 ji2 tuan2 zuo2 tian1 fa1 biao3 sheng1 ming2 ， zai4 ci4 pie3 qing1 le5 zi4 ji2 yu3 “ she1 chi2 pin3 ” de5 guan1 xi5 。
chinese008502,在 行 驶 过 程 中 ， 频 频 点 刹 ， 故 意 让 车 开 得 颠 簸 ， 把 乘 客 “ 晃 ” 睡 。,zai4 xing2 shi3 guo4 cheng2 zhong1 ， pin2 pin2 dian3 sha1 ， gu4 yi4 rang4 che1 kai1 de5 dian1 bo3 ， ba3 cheng2 ke4 “ huang4 ” shui4 。
chinese008503,当 大 银 幕 上 突 然 出 现 一 个 女 孩 的 脸 孔 ， 全 场 一 片 愕 然 。,dang1 da4 yin2 mu4 shang4 tu1 ran2 chu1 xian4 yi2 ge4 nv3 hai2 de5 lian2 kong3 ， quan2 chang3 yi2 pian4 e4 ran2 。
chinese008504,未 来 几 年 绿 城 最 重 要 的 就 是 多 卖 房 ， 少 买 地 。,wei4 lai2 ji3 nian2 lv4 cheng2 zui4 zhong4 yao4 de5 jiu4 shi4 duo1 mai4 fang2 ， shao2 mai3 di4 。
chinese008505,一 九 九 五 年 ， 成 为 保 加 利 亚 社 会 党 外 事 部 的 成 员 。,yi1 jiu3 jiu2 wu3 nian2 ， cheng2 wei2 bao3 jia1 li4 ya4 she4 hui4 dang3 wai4 shi4 bu4 de5 cheng2 yuan2 。
chinese008506,据 悉 ， 是 低 血 糖 导 致 了 凯 西 此 次 突 然 晕 倒 。,ju4 xi1 ， shi4 di1 xue4 tang2 dao3 zhi4 le5 kai3 xi1 ci3 ci4 tu1 ran2 yun1 dao3 。
chinese008507,你 是 不 是 找 错 人 啦 ？ 我 是 我 ， 不 是 笨 妞 。,ni3 shi4 bu2 shi4 zhao3 cuo4 ren2 la5 ？ wo3 shi4 wo3 bu2 ， shi4 ben4 niu1 。
chinese008508,成 本 花 得 有 点 高 哟 ， 恐 怕 是 开 车 的 时 候 走 神 了 哟 。,cheng2 ben3 hua1 de5 you2 dian3 gao1 yo5 ， kong3 pa4 shi4 kai1 che1 de5 shi2 hou5 zou3 shen2 le5 yo5 。
chinese008509,你 要 是 安 全 的 话 就 “ 喵 ” 一 声 ， 大 家 就 放 心 了 。,ni3 yao4 shi4 an1 quan2 de5 hua4 jiu4 “ miao1 ” yi4 sheng1 da4 jia1 ， jiu4 fang4 xin1 le5 。
chinese008510,让 人 怀 疑 是 此 君 刻 完 后 跳 下 去 了 。,rang4 ren2 huai2 yi2 shi4 ci3 jun1 ke4 wan2 hou4 tiao4 xia4 qu4 le5 。
chinese008511,图 为 昨 日 一 名 女 孩 在 品 尝 “ 敛 巧 饭 ” 。,tu2 wei2 zuo2 ri4 yi4 ming2 nv3 hai2 zai4 pin3 chang2 “ lian2 qiao3 fan4 ” 。
chinese008512,挺 好 的 长 头 发 干 吗 剪 得 这 么 短 ？,ting2 hao3 de5 chang2 tou2 fa5 gan4 ma2 jian3 de5 zhe4 me5 duan3 ？
chinese008513,只 有 一 个 缺 点 就 是 脾 气 有 一 点 点 爆 … …,zhi2 you3 yi2 ge4 que1 dian3 jiu4 shi4 pi2 qi4 you3 yi4 dian2 dian3 bao4
